arxiv_id,arxiv_version,title,relevance,confidence,decoder_name,decoder_family,decoder_description,error_models,simulation_levels,codes,headline_claims,thresholds,runtime_scaling,limitations,code_repos,abs_url,pdf_url,missing_fields
1712.08578,v2,Golden codes: quantum LDPC codes built from regular tessellations of hyperbolic 4-manifolds,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/1712.08578v2,https://arxiv.org/pdf/1712.08578v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
1804.01950,v2,Numerical and analytical bounds on threshold error rates for hypergraph-product codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/1804.01950v2,https://arxiv.org/pdf/1804.01950v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
1810.03681,v2,Numerical study of hypergraph product codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/1810.03681v2,https://arxiv.org/pdf/1810.03681v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
1811.07835,v2,Neural Belief-Propagation Decoders for Quantum Error-Correcting Codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/1811.07835v2,https://arxiv.org/pdf/1811.07835v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
1904.02703,v3,Degenerate Quantum LDPC Codes With Good Finite Length Performance,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/1904.02703v3,https://arxiv.org/pdf/1904.02703v3,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2004.07935,v1,Decodable quantum LDPC codes beyond the $\sqrt{n}$ distance barrier using high dimensional expanders,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2004.07935v1,https://arxiv.org/pdf/2004.07935v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2103.08049,v1,Toward a Union-Find decoder for quantum LDPC codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2103.08049v1,https://arxiv.org/pdf/2103.08049v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2205.06125,v3,Stabilizer Inactivation for Message-Passing Decoding of Quantum LDPC Codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2205.06125v3,https://arxiv.org/pdf/2205.06125v3,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2208.01002,v3,Fast erasure decoder for hypergraph product codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2208.01002v3,https://arxiv.org/pdf/2208.01002v3,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2305.00137,v6,Spatially-Coupled QLDPC Codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2305.00137v6,https://arxiv.org/pdf/2305.00137v6,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2307.09025,v1,qecGPT: decoding Quantum Error-correcting Codes with Generative Pre-trained Transformers,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2307.09025v1,https://arxiv.org/pdf/2307.09025v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2308.13377,v1,Layered Decoding of Quantum LDPC Codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2308.13377v1,https://arxiv.org/pdf/2308.13377v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2310.07868,v1,Viderman's algorithm for quantum LDPC codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2310.07868v1,https://arxiv.org/pdf/2310.07868v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2310.17758,v2,Graph Neural Networks for Enhanced Decoding of Quantum LDPC Codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2310.17758v2,https://arxiv.org/pdf/2310.17758v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2311.00877,v1,Addressing Stopping Failures for Small Set Flip Decoding of Hypergraph Product Codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2311.00877v1,https://arxiv.org/pdf/2311.00877v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2311.08653,v1,Quantum Locally Recoverable Codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2311.08653v1,https://arxiv.org/pdf/2311.08653v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2408.14652,v1,Continuous Optimization for Decoding Errors,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2408.14652v1,https://arxiv.org/pdf/2408.14652v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2411.04405,v1,On fault tolerant single-shot logical state preparation and robust long-range entanglement,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2411.04405v1,https://arxiv.org/pdf/2411.04405v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2411.08177,v2,Erasure Decoding for Quantum LDPC Codes via Belief Propagation with Guided Decimation,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2411.08177v2,https://arxiv.org/pdf/2411.08177v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2412.02885,v1,SymBreak: Mitigating Quantum Degeneracy Issues in QLDPC Code Decoders by Breaking Symmetry,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2412.02885v1,https://arxiv.org/pdf/2412.02885v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2412.08817,v1,Cluster Decomposition for Improved Erasure Decoding of Quantum LDPC Codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2412.08817v1,https://arxiv.org/pdf/2412.08817v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2412.21171,v4,Quantum Error Correction near the Coding Theoretical Bound,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2412.21171v4,https://arxiv.org/pdf/2412.21171v4,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2501.07363,v2,Entanglement-Assisted Quantum Quasi-Cyclic LDPC Codes with Transversal Logical Operators,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2501.07363v2,https://arxiv.org/pdf/2501.07363v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2504.05080,v2,Online Gaussian elimination for quantum LDPC decoding,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2504.05080v2,https://arxiv.org/pdf/2504.05080v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2504.15087,v1,Explicit Lossless Vertex Expanders,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2504.15087v1,https://arxiv.org/pdf/2504.15087v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2504.21200,v1,Turbo-Annihilation of Hook Errors in Stabilizer Measurement Circuits,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2504.21200v1,https://arxiv.org/pdf/2504.21200v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2504.21845,v2,On the Efficacy of the Peeling Decoder for the Quantum Expander Code,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2504.21845v2,https://arxiv.org/pdf/2504.21845v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2507.00254,v3,Fully Parallelized BP Decoding for Quantum LDPC Codes Can Outperform BP-OSD,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2507.00254v3,https://arxiv.org/pdf/2507.00254v3,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2507.11534,v2,Sharp Error-Rate Transitions in Quantum QC-LDPC Codes under Joint BP Decoding,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2507.11534v2,https://arxiv.org/pdf/2507.11534v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2508.04769,v1,Power and Limitations of Linear Programming Decoder for Quantum LDPC Codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2508.04769v1,https://arxiv.org/pdf/2508.04769v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2510.06760,v1,Constant-Overhead Addressable Gates via Single-Shot Code Switching,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2510.06760v1,https://arxiv.org/pdf/2510.06760v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2510.07179,v2,Diffusion Codes: Self-Correction from Small(er)-Set Expansion with Tunable Non-locality,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2510.07179v2,https://arxiv.org/pdf/2510.07179v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2510.14060,v2,Decoding Correlated Errors in Quantum LDPC Codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2510.14060v2,https://arxiv.org/pdf/2510.14060v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2511.04634,v1,Random Construction of Quantum LDPC Codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2511.04634v1,https://arxiv.org/pdf/2511.04634v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2512.07057,v2,Beam search decoder for quantum LDPC codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2512.07057v2,https://arxiv.org/pdf/2512.07057v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2512.15063,v1,Bosonic quantum computing with near-term devices and beyond,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2512.15063v1,https://arxiv.org/pdf/2512.15063v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2512.21922,v2,Poincaré Duality and Multiplicative Structures on Quantum Codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2512.21922v2,https://arxiv.org/pdf/2512.21922v2,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2601.01137,v1,Single-Shot and Few-Shot Decoding via Stabilizer Redundancy in Bivariate Bicycle Codes,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2601.01137v1,https://arxiv.org/pdf/2601.01137v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
2601.08636,v1,Quantum CSS LDPC Codes based on Dyadic Matrices for Belief Propagation-based Decoding,relevant,0.55,Unknown / not specified,Unknown / not specified,Unknown / not specified from available text.,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Unknown / not specified,Full paper text not analyzed; extraction limited to metadata/abstract.,Unknown / not specified,https://arxiv.org/abs/2601.08636v1,https://arxiv.org/pdf/2601.08636v1,decoder.name; decoder.algorithm_outline; decoder.complexity_claims; performance_claims.thresholds; performance_claims.runtime_scaling_claims; simulations; links.code_repo_urls
